"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"M. Tshibuabua","Right",18,185.6187033087244,52,34,38,42,61,78.24610674731792,1000,38,"French Ligue 1"
"D. Traore","Left",17,174.39600387402493,77,60,53,68,19,70.04119119836096,2000,79,"Italian Serie A"
"Adrián","Right",19,194.79108526065764,,,,,,83.2041137760093,1000,36,"Spain Primera Division"
"A. García","Left",18,180.2482848471477,64,62,58,64,32,68.64862897143006,800,99,"Mexican Liga MX"
"J. Peñaloza","Right",20,171.71998854066342,66,58,55,63,29,64.49940382014988,3000,28,"Spain Primera Division"
"F. Hartmann","Right",19,178.0140428860067,68,64,48,63,24,66.1445262249311,4000,35,"German 1. Bundesliga"
"M. Juwara","Left",18,169.73376323128468,65,61,43,63,20,59.97070108696029,2000,26,"Italian Serie A"
"M. Rivera","Right",18,168.10053549431294,75,57,53,64,25,67.63320264399691,2000,35,"French Ligue 1"
"E. Caprile","Right",18,190.7266328938456,,,,,,74.48730276740912,1000,25,"English Premier League"
"Novoa","Right",17,175.6677675155405,54,63,45,62,22,65.06656435470933,2000,38,"German 1. Bundesliga"
"M. Bogusz","Right",18,174.57320686116395,74,60,56,64,35,67.6818734021962,4000,44,"English Premier League"
"Kaique Rocha","Right",19,194.63382412420603,62,35,38,54,61,90.39089297170815,1000,2,"Italian Serie A"
"J. García","Right",18,186.04683057110873,,,,,,77.37116011274514,500,27,"Spain Primera Division"
"N. Kirby","Right",20,174.41143819581595,71,45,57,64,36,65.50320925866632,6000,37,"English Premier League"
"L. Gibson","Left",19,184.86461159066138,56,33,42,51,62,73.01709530963313,5000,37,"English Premier League"
"K. Mouanga","Right",19,190.63605558680786,49,31,35,38,61,80.09158780508515,2000,33,"French Ligue 1"
"B. Ndilu","Right",19,186.40977208188323,60,62,47,57,20,80.22895345326117,3000,22,"French Ligue 1"
"N. Woltemade","Right",18,198.01788769240014,59,60,49,54,29,78.37530122609196,2000,41,"German 1. Bundesliga"
"M. Araújo","Left",20,176.82761302187592,80,35,53,63,57,70.30995553572694,1000,20,"Mexican Liga MX"
"O. Panuco","Left",18,167.09284210729587,69,50,57,65,36,69.11360225339124,800,28,"Mexican Liga MX"
"U. Bertelli","Right",16,167.7761154531,62,50,60,61,53,62.47479941053928,700,38,"French Ligue 1"
"C. Dalle Mura","Left",18,179.80806576553516,59,30,42,40,63,69.94805142557418,2000,40,"Italian Serie A"
"Y. Schlößer","Right",18,172.57895662279137,62,63,53,63,33,71.98486770440199,3000,35,"German 1. Bundesliga"
"R. de la Rosa","Right",20,177.12245046687548,66,59,48,58,18,73.29590310562455,2000,9,"Mexican Liga MX"
"R. Yapi","Right",19,178.2396697894482,73,32,42,60,58,70.40210742522693,4000,52,"English Premier League"
"A. Valerio","Left",20,185.46766265298888,64,48,58,61,55,74.84062937203869,3000,14,"French Ligue 1"
"M. Beier","Right",17,182.64765507228577,58,62,44,57,24,70.07094406432643,1000,35,"German 1. Bundesliga"
"Pepe Sánchez","Right",20,182.75598791248032,63,47,51,49,59,74.51626716160436,3000,37,"Spain Primera Division"
"T. Boulhendi","Right",19,185.34356362480608,,,,,,81.82256656945182,2000,16,"French Ligue 1"
"J. Mungaray","Right",19,182.7528073516874,66,64,52,65,31,67.14795037720677,2000,92,"Mexican Liga MX"
"Gerard Barri","Right",19,178.26726628897458,60,46,54,53,58,72.3101943353601,2000,26,"Spain Primera Division"
"E. Sánchez","Right",20,167.38922284946497,66,62,55,59,45,63.77446954444038,2000,28,"Mexican Liga MX"
"D. Desprez","Right",21,188.5031017834202,,,,,,82.90960302125944,3000,1,"French Ligue 1"
"R. Sandoval","Left",20,173.0609693413342,70,49,50,60,56,65.72456036425987,2000,18,"Mexican Liga MX"
"B. Mendy","Right",20,191.29835027201548,60,40,53,48,62,81.78014072155077,3000,29,"French Ligue 1"
"A. Tripaldelli","Left",21,182.0667547112124,55,33,46,61,60,76.8031007774297,3000,3,"Italian Serie A"
"E. Del Ángel","Right",20,173.6080120537228,59,43,56,60,60,68.04213891782109,2000,32,"Mexican Liga MX"
"M. Klimowicz","Right",19,178.67704662505562,70,53,55,70,29,71.47226254618194,2000,31,"German 1. Bundesliga"
"B. Badu","Left",20,187.5111121942401,62,60,46,54,23,85.90787024159431,4000,22,"French Ligue 1"
"D. Nava","Right",20,172.00347184125283,66,33,39,60,61,62.37269523361676,2000,74,"Mexican Liga MX"
"C. Slattery","Right",21,174.92283024811655,61,58,57,62,45,70.20499253607036,6000,37,"English Premier League"
"E. Orona","Left",21,181.16916769139425,77,46,58,54,60,71.60198104623049,2000,34,"Mexican Liga MX"
"N. Taitague","Right",21,173.10698022423944,66,53,63,64,36,67.72851261265156,3000,29,"German 1. Bundesliga"
"F. Schwarzholz","Right",20,180.6364787239233,59,38,55,56,57,74.53670073389864,3000,42,"German 1. Bundesliga"
"A. Lebeau","Left",20,174.62471571027748,67,53,62,62,47,68.64791193014733,3000,34,"French Ligue 1"
"T. Vargas","Right",20,174.81101887937646,68,31,47,52,59,68.38033909123386,3000,23,"French Ligue 1"
"Jabez Makanda","Right",18,186.1875893020888,68,61,54,61,25,79.78291619997827,2000,34,"German 1. Bundesliga"
"U. García","Left",19,179.9734513169907,63,31,45,56,60,72.85077636343576,1000,84,"Mexican Liga MX"
"S. Naveda","Right",19,179.83639651113188,58,48,59,62,56,73.15673001473826,3000,82,"Mexican Liga MX"
"E. Cantú","Right",21,177.59654496922704,68,43,59,64,61,72.1023291547794,4000,35,"Mexican Liga MX"
"R. Roesch","Right",21,179.9613553232597,59,58,53,62,35,74.76226647898656,3000,41,"German 1. Bundesliga"
"B. Vázquez","Right",22,181.46842321884841,62,39,50,54,60,77.86211966373041,2000,24,"Mexican Liga MX"
"Zabarte","Right",21,174.53662689133762,68,33,49,48,59,75.8786285171488,3000,30,"Spain Primera Division"
"M. Mustapha","Right",19,182.59220474869497,62,63,43,57,24,82.258703912283,3000,36,"German 1. Bundesliga"
"D. Parra","Left",20,180.2028874635304,66,41,54,62,57,71.67924265384663,4000,27,"Mexican Liga MX"
"M. Ahlinvi","Left",20,182.77647874915732,55,51,57,63,56,67.55615203337646,2000,13,"French Ligue 1"
"M. Ćavar","Right",22,184.17957006645312,54,54,62,64,49,69.7941411626147,4000,42,"German 1. Bundesliga"
"C. Klarer","Right",20,194.0617491498017,53,33,34,36,60,81.19012349292748,5000,48,"English Premier League"
"M. Čović","Right",22,175.02192863587726,70,44,55,70,35,64.88251883592969,5000,34,"German 1. Bundesliga"
"B. Leneis","Right",21,195.2073450127565,,,,,,85.2606831892701,2000,39,"German 1. Bundesliga"
"J. Zamudio","Right",21,180.56394116951375,60,54,58,66,30,68.33155346196607,3000,32,"Mexican Liga MX"
"M. Robin","Right",20,180.3993595999251,60,62,53,60,19,69.74631560492398,3000,33,"French Ligue 1"
"Unai","Left",21,175.42439892403468,72,60,42,64,19,70.02324942794831,3000,32,"Spain Primera Division"
"O. Rasmussen","Right",22,181.49547297857066,68,35,55,62,53,73.10195396898308,8000,59,"English Premier League"
"Genaro","Right",22,184.10284221107776,63,46,60,60,55,70.508090020318,3000,36,"Spain Primera Division"
"I. Moreno","Right",22,167.48342912062733,68,48,63,64,45,61.37639058825775,2000,21,"Mexican Liga MX"
"C. Frommann","Right",22,184.7131008119703,,,,,,77.94338532133995,2000,46,"German 1. Bundesliga"
"H. Magnetti","Left",22,179.87876250221373,55,46,59,66,56,75.10510129275056,3000,27,"French Ligue 1"
"A. Abqar","Right",21,188.09363394133362,51,30,42,45,61,79.65058507564248,2000,34,"Spain Primera Division"
"D. Abella","Right",21,181.90318367921924,58,62,45,58,21,75.25530654232773,3000,19,"Mexican Liga MX"
"S. Abdulai","Right",21,185.12045421857792,63,42,58,58,55,77.24042902980226,3000,34,"Spain Primera Division"
"A. Tsague","Right",20,177.05326684516356,64,57,57,62,35,77.10968907746913,3000,35,"French Ligue 1"
"J. Le Douaron","Left",22,188.75338546252834,74,55,38,51,29,77.39989009247455,3000,26,"French Ligue 1"
"K. Benvindo","Right",19,173.87509939377966,78,56,52,69,26,66.18746151479087,2000,33,"French Ligue 1"
"M. Skenderović","Left",22,182.74228715244152,66,59,46,63,23,75.16301181551638,5000,45,"German 1. Bundesliga"
"B. Galindo","Right",21,183.95131479399552,56,30,36,37,62,85.21405725786167,2000,31,"Mexican Liga MX"
"J. Brunet","Right",22,189.9465059894346,62,44,62,59,60,81.75114828571054,3000,28,"Spain Primera Division"
"Zarco","Right",22,189.70925176496695,,,,,,77.49489194686566,3000,30,"Spain Primera Division"
"B. Sartiaguin","Right",20,180.76472074207484,55,28,38,34,64,78.69164664134246,2000,92,"Mexican Liga MX"
"José Fontán","Left",20,180.25631102330019,67,43,48,56,58,74.84938534064612,2000,29,"Spain Primera Division"
"J. Robles","Left",23,174.12699642424982,70,33,49,60,65,62.03070443784194,2000,26,"Mexican Liga MX"
"Valera","Right",23,187.11406585314683,,,,,,79.9422354008294,2000,30,"Spain Primera Division"
"M. Goodridge","Right",20,178.32450011330226,60,53,58,62,50,69.90694711079749,6000,44,"English Premier League"
"Carlos Marín","Right",23,186.90273760079853,,,,,,74.68874934287584,2000,31,"Spain Primera Division"
"K. Bemanga","Right",22,175.21378193886343,68,54,52,66,23,68.48013812117573,3000,37,"French Ligue 1"
"D. Vokić","Right",24,190.40402086602617,60,45,59,60,54,79.12002891452997,2000,27,"Italian Serie A"
"M. Siby","Right",23,191.34740002510233,54,36,52,54,56,83.92208494727836,3000,18,"French Ligue 1"
"J. Reyes","Right",22,180.32923881740558,50,32,35,42,61,69.52137657871492,7000,87,"Mexican Liga MX"
"R. Pereira de Sa","Left",23,177.3630018298823,74,55,61,65,53,71.47947909085286,3000,6,"French Ligue 1"
"D. Pineda","Right",25,178.4635686655509,55,64,43,58,28,77.45207285865085,3000,19,"Mexican Liga MX"
"J. Jiménez","Left",25,173.07620353558278,65,24,46,52,60,72.52735410280931,7000,3,"Mexican Liga MX"
"David Cardoso","Right",25,183.30323416624267,56,31,37,42,63,78.2746216118932,4000,34,"French Ligue 1"
"L. López","Right",26,187.9620005477499,34,35,46,50,58,81.4381716550059,2000,3,"Mexican Liga MX"
"G. Pozos","Right",27,179.66363009043974,,,,,,76.14873224490397,3000,1,"Mexican Liga MX"
"J. Meza","Right",26,176.90134226219178,67,44,57,53,60,75.36098171619984,2000,33,"Mexican Liga MX"
"F. Rossi","Right",29,193.1700064024531,,,,,,82.65250555467793,6000,31,"Italian Serie A"
"M. Frediani","Right",26,177.60050720964045,70,54,53,65,30,67.35324262309275,5000,25,"Italian Serie A"
"E. Pizzuto","Left",18,178.992319672303,58,42,53,57,56,68.55479236430301,1000,15,"French Ligue 1"
"L. Egloff","Right",17,182.67281560422984,68,52,57,62,33,80.48345885890126,500,25,"German 1. Bundesliga"
"B. Duncan","Left",19,175.79577655916768,66,59,53,62,25,68.51903351612566,5000,99,"Italian Serie A"
"L. Mercan","Left",19,176.36618656797717,61,61,60,64,49,68.68545114532904,2000,37,"German 1. Bundesliga"
"R. Juárez","Right",19,179.99195916169026,55,31,33,34,61,80.46161170520047,3000,91,"Mexican Liga MX"
"D. Maldini","Right",18,185.5682773118169,68,51,59,61,38,76.1957959333839,2000,27,"Italian Serie A"
"N. Fatar","Left",18,167.0629427672691,62,67,50,63,27,61.7216439371679,2000,17,"French Ligue 1"
"L. Gourna-Douath","Right",16,184.79309044948423,66,46,57,63,59,69.76169266610692,600,39,"French Ligue 1"
"K. Bafounta","Right",18,193.4594888670121,66,50,54,60,57,80.62637562631649,2000,34,"German 1. Bundesliga"
"C. Sene","Right",19,195.61299607580813,47,36,41,44,56,94.41780970537165,3000,34,"French Ligue 1"
"B. Pierrick","Right",18,182.74446103374856,78,56,54,62,24,79.07024601362833,3000,40,"English Premier League"
"H. Ekitike","Right",18,189.07014658982038,56,59,45,56,22,70.45389723229914,2000,38,"French Ligue 1"
"I. Ouattara","Left",19,182.41743821609035,69,62,47,56,22,74.1380698372216,3000,23,"French Ligue 1"
"A. Oudjani","Right",18,184.60743240361106,64,53,57,66,37,75.16886306735066,2000,39,"French Ligue 1"
"K. Boma","Right",17,186.82483326064937,57,31,43,44,61,73.14559320981651,500,20,"French Ligue 1"
"Iago Domínguez","Right",18,179.71750649891902,,,,,,75.32905260047046,500,26,"Spain Primera Division"
"A. Bakir","Right",19,179.38900959492474,67,49,54,67,29,71.24871331826101,4000,39,"German 1. Bundesliga"
"Jony Álamo","Right",18,174.9794670522751,60,42,60,58,56,63.654137239966275,800,32,"Spain Primera Division"
"Carlos Kevin","Right",19,177.9970351620401,55,60,47,59,26,70.91681458940056,2000,27,"Spain Primera Division"
"W. Singo","Right",19,189.60186506044226,58,31,40,43,62,78.79555859931504,3000,17,"Italian Serie A"
"M. Cissé","Right",17,177.6483709161437,69,51,51,66,29,63.79118885325708,800,29,"German 1. Bundesliga"
"Almerge","Right",19,178.42206901474214,64,37,51,51,58,69.26078658004796,2000,32,"Spain Primera Division"
"M. Mbow","Right",20,192.1695688393203,64,29,34,38,58,73.57199233573209,3000,39,"French Ligue 1"
"O. Casey","Right",19,187.64764840751536,59,27,44,50,59,78.13291556650897,6000,49,"English Premier League"
"César Moreno","Right",19,182.63375468829955,63,57,60,62,47,70.67286904737213,2000,34,"Spain Primera Division"
"N. Tauer","Right",19,183.36174962804765,55,45,55,57,58,72.260955235546,2000,25,"German 1. Bundesliga"
"F. Otto","Right",18,191.6703969124081,55,33,41,38,60,84.46207500952039,1000,40,"German 1. Bundesliga"
"G. Cangiano","Right",18,169.66278647839792,67,56,54,66,29,66.6697473472781,2000,74,"Italian Serie A"
"P. Ríos","Left",20,176.6524042067379,66,54,59,61,52,62.28165349570382,4000,98,"Mexican Liga MX"
"C. Coventry","Right",20,175.38065767959637,59,46,56,60,51,64.59700419834901,4000,54,"English Premier League"
"A. Gürleyen","Right",21,191.6705381656349,55,36,43,40,55,89.90648774590711,3000,44,"German 1. Bundesliga"
"G. León","Right",20,174.38614149461134,64,60,53,65,42,62.536876739768985,3000,28,"Mexican Liga MX"
"A. Gutiérrez","Right",20,172.97941047747778,59,47,62,59,53,74.10588835590376,6000,20,"Mexican Liga MX"
"V. Pinto","Right",19,185.45184112435248,64,57,36,59,19,74.84348085493329,4000,45,"Italian Serie A"
"S. Ngapandouetnbu","Right",17,186.52000804308577,,,,,,72.84828723028488,500,1,"French Ligue 1"
"A. Ghion","Right",20,177.385040968024,57,42,56,60,57,70.04471197015882,3000,44,"Italian Serie A"
"M. Ballarini","Right",19,186.30320020229289,77,38,59,63,47,77.22130811135003,2000,21,"Italian Serie A"
"A. Zapata","Right",19,159.98169065192823,64,51,61,61,43,60.41768457419437,3000,96,"Mexican Liga MX"
"P. Hristov","Right",21,191.2464755990736,46,31,35,36,62,84.8697938972011,5000,49,"Italian Serie A"
"B. Taz","Right",21,173.55609869208976,63,56,53,68,31,72.28272063685087,3000,37,"German 1. Bundesliga"
"M. Sanders","Right",21,176.0153881636434,55,52,58,61,54,79.89147593810044,6000,41,"English Premier League"
"E. Sørensen","Right",20,188.81475874377756,62,62,44,57,18,76.85405283328315,5000,47,"English Premier League"
"Algobia","Right",21,179.62054205915217,45,55,58,61,54,78.4995921531764,3000,36,"Spain Primera Division"
"T. Coulibaly","Left",19,174.57580756505004,77,48,52,68,25,72.06445520932367,2000,7,"German 1. Bundesliga"
"Luis Castillo","Right",20,182.77563426150218,,,,,,79.24261646348829,2000,28,"Spain Primera Division"
"Santiago Eneme","Right",19,183.2741538578364,64,50,54,66,36,64.81440224140255,2000,37,"French Ligue 1"
"T. Arokodare","Right",19,196.93478965438462,61,60,41,53,26,85.29577814999169,3000,7,"German 1. Bundesliga"
"S. Diallo","Right",21,188.12314584638884,66,53,57,62,55,81.81436097821232,8000,42,"English Premier League"
"E. Ferigra","Right",21,187.56489418418468,56,33,38,38,61,78.53069177607242,4000,45,"Italian Serie A"
"Indjai Correia","Right",20,175.5855158579722,75,58,53,65,28,82.42870056605975,4000,33,"French Ligue 1"
"S. Mohamed","Right",20,177.4970830712039,57,58,53,62,38,68.28391180668041,4000,90,"Mexican Liga MX"
"Salinas","Left",19,179.11286111690205,61,36,47,58,57,68.83002746115109,2000,25,"Spain Primera Division"
"D. Parkhouse","Right",20,185.17439858812918,68,61,46,54,34,81.48636067116526,4000,34,"English Premier League"
"J. Mundle-Smith","Left",20,182.67781990656468,67,33,43,51,59,74.89202293258187,8000,49,"English Premier League"
"N. Thiede","Left",21,185.8149827837416,,,,,,85.45310899942662,2000,40,"German 1. Bundesliga"
"A. León","Right",20,189.22319544595533,54,60,45,51,21,78.78751111183342,3000,91,"Mexican Liga MX"
"D. Ndiaye","Left",20,192.9094539398366,,,,,,79.09510752236254,2000,30,"French Ligue 1"
"Eñaut Mendia","Right",21,177.77791079491067,65,58,38,55,25,73.01014500652416,3000,28,"Spain Primera Division"
"D. N'Lundulu","Right",21,180.02076477937948,67,58,46,58,21,75.1245612614643,6000,40,"English Premier League"
"A. Bordin","Right",21,175.9389774104697,61,50,61,62,52,65.08811658297296,5000,33,"Italian Serie A"
"Ekhi Bravo","Right",22,180.15056279320044,74,51,57,58,31,74.73672593227738,4000,29,"Spain Primera Division"
"S. Karamoko","Left",20,191.89497530415986,65,31,34,40,59,80.46297892137032,3000,36,"French Ligue 1"
"J. Aguayo","Right",23,179.06775784620558,57,30,39,42,62,75.34523746358916,5000,46,"Mexican Liga MX"
"R. Meraz","Right",20,178.79409837836968,55,46,56,57,60,78.41589468406738,2000,6,"Mexican Liga MX"
"D. Aguilar","Left",22,175.46460668358893,69,46,53,57,56,76.04402501499376,1000,23,"Mexican Liga MX"
"P. Pinto","Right",21,188.14534614630992,55,29,36,39,60,78.0540773438557,5000,57,"Italian Serie A"
"G. Di Serio","Right",18,181.74365640736724,62,58,41,57,18,78.20756185362342,1000,20,"Italian Serie A"
"R. Galindo","Right",22,181.12576820489016,62,29,45,49,60,72.72262420408778,2000,21,"Mexican Liga MX"
"W. Moustache","Left",21,177.49182479323605,66,35,43,56,59,80.47987428298202,3000,3,"French Ligue 1"
"F. Poulolo","Right",23,188.6743151152893,51,47,56,55,54,79.9070260219529,4000,28,"Spain Primera Division"
"Cubero","Right",20,186.72870021971366,61,32,51,56,53,70.91310921101726,3000,31,"Spain Primera Division"
"Alkain","Right",23,174.4520176206622,68,62,48,63,24,68.65903767326398,4000,32,"Spain Primera Division"
"J. Illanes","Right",23,185.8571510913024,57,30,35,40,61,80.17776499612006,6000,2,"Italian Serie A"
"M. El Ghezouani","Right",22,184.975738234421,51,61,47,55,23,79.93575295609129,3000,27,"Spain Primera Division"
"R. Marín","Left",22,180.63460567043867,67,59,49,56,22,72.47655948439193,2000,23,"Mexican Liga MX"
"S. Fassi","Right",27,184.30158568487715,,,,,,81.89198008951577,2000,1,"Mexican Liga MX"
"J. Stansfield","Right",17,180.04324425873014,74,58,45,61,23,70.59432053167225,3000,61,"English Premier League"
"Christian Marques","Right",17,186.70528777303588,51,37,52,48,59,74.88945464003248,500,75,"English Premier League"
"M. Bogarde","Right",18,182.38598224052362,60,30,49,61,60,71.7659030879996,1000,32,"German 1. Bundesliga"
"L. Lacroix","Right",17,186.28532212220136,59,31,41,36,60,71.64532860004124,500,29,"French Ligue 1"
"A. Yousfi","Left",17,179.44236232200683,61,47,63,59,43,70.59597990503357,500,36,"French Ligue 1"
"J. Consbruch","Right",18,174.18750802877997,65,44,53,63,51,61.51225920566067,1000,38,"German 1. Bundesliga"
"N. Rovella","Right",18,178.9600510331335,60,44,61,62,52,70.20540139193253,700,65,"Italian Serie A"
"C. Celesia","Right",18,182.5630363009178,59,33,34,39,60,77.91403911136183,2000,92,"Italian Serie A"
"W. Taïbi","Right",18,184.0912009396227,56,48,62,64,41,69.64389203229963,1000,26,"French Ligue 1"
